time,open,high,low,close,tick_volume,spread,real_volume,SMA_10,SMA_50,EMA_10,EMA_50,RSI,Signal
2025-02-24 21:00:00,1.04806,1.04842,1.04726,1.04749,1963,2,0,1.047205,1.0483578,1.0475954733964044,1.0476293439581217,30.769226776930253,-1
2025-02-24 22:00:00,1.04751,1.04795,1.04645,1.04651,2680,2,0,1.047053,1.0482926000000001,1.0473981145970581,1.0475854481166267,30.154401251937273,-1
2025-02-24 23:00:00,1.04644,1.0468,1.04611,1.04665,910,0,0,1.047031,1.0482228,1.0472620937612294,1.0475487638767589,36.84770483633748,-1
2025-02-25 00:00:00,1.04662,1.04693,1.04605,1.04682,569,18,0,1.0470260000000002,1.048154,1.0471817130773693,1.0475201849011997,42.85713577331877,-1
2025-02-25 01:00:00,1.04691,1.04691,1.04602,1.04612,1093,2,0,1.046966,1.0480764,1.0469886743360295,1.047465275689388,43.36916837313673,-1
2025-02-25 02:00:00,1.04615,1.04642,1.04595,1.04628,1144,2,0,1.0469870000000001,1.0480082,1.0468598244567513,1.0474187942898043,38.680458712465985,-1
2025-02-25 03:00:00,1.0463,1.04658,1.04605,1.04649,1575,2,0,1.046947,1.0479378000000001,1.046792583646433,1.0473823709843217,47.197630372170295,-1
2025-02-25 04:00:00,1.04648,1.04748,1.04648,1.04746,1782,2,0,1.046915,1.0479066000000001,1.0469139320743541,1.0473854152594466,53.80644189303048,-1
2025-02-25 05:00:00,1.04747,1.0476,1.04711,1.04729,1332,2,0,1.046918,1.0478796,1.0469823080608351,1.0473816734845665,53.66794399805356,-1
2025-02-25 06:00:00,1.0473,1.04773,1.04723,1.04729,1126,2,0,1.04684,1.0478206,1.047038252049774,1.047378078445956,58.567404214274426,-1
2025-02-25 07:00:00,1.04728,1.04782,1.0472,1.04767,1513,2,0,1.046858,1.0477694,1.0471531153134515,1.0473895263500363,55.83831165065326,-1
2025-02-25 08:00:00,1.04766,1.04802,1.04724,1.04767,1666,2,0,1.046974,1.0477244,1.0472470943473693,1.0474005253167016,49.050074495665676,-1
2025-02-25 09:00:00,1.04767,1.04777,1.04633,1.04645,3510,1,0,1.046954,1.0476674,1.047102168102393,1.047363249814086,43.759620760637,-1
2025-02-25 10:00:00,1.04643,1.04787,1.0456,1.04704,4581,1,0,1.046976,1.0476306,1.0470908648110488,1.0473505733507884,41.78627456127801,-1
2025-02-25 11:00:00,1.04705,1.04789,1.04683,1.04728,3085,1,0,1.047092,1.0475916,1.0471252530272217,1.0473478057684047,48.229330940798455,-1
2025-02-25 12:00:00,1.0473,1.04742,1.04652,1.04731,2629,1,0,1.0471949999999999,1.0475838,1.0471588433859085,1.0473463231892517,58.0321121998066,-1
2025-02-25 13:00:00,1.04725,1.04897,1.04713,1.04895,2931,1,0,1.0474409999999998,1.047625,1.047484508224834,1.0474092124759478,67.74689894357024,-1
2025-02-25 14:00:00,1.04895,1.0500099999999999,1.04886,1.04935,3474,0,0,1.04763,1.0476822,1.0478236885475913,1.0474853217906164,68.85244465075552,-1
2025-02-25 15:00:00,1.04936,1.05098,1.04935,1.05,3463,0,0,1.047901,1.0477442000000001,1.0482193815389382,1.047583936622357,79.12911249538206,1
2025-02-25 16:00:00,1.05006,1.0505,1.04918,1.05024,3745,0,0,1.0481960000000001,1.0478256,1.0485867667136768,1.0476880959705,79.37683811163588,1
2025-02-25 17:00:00,1.05024,1.05193,1.04952,1.04987,5136,0,0,1.048416,1.0478728000000002,1.0488200818566447,1.047773660834402,74.49273850872044,1
2025-02-25 18:00:00,1.04987,1.0506199999999999,1.04945,1.04979,3953,0,0,1.0486280000000001,1.0479064,1.048996430609982,1.047852732958543,69.38434323825545,1
2025-02-25 19:00:00,1.04978,1.05021,1.04837,1.05019,3049,2,0,1.049002,1.0480018,1.049213443226349,1.0479443904895804,73.23716305576383,1
2025-02-25 20:00:00,1.0502,1.05179,1.0501800000000001,1.05085,2527,2,0,1.0493830000000002,1.0481092,1.0495109990033764,1.0480583359605773,75.79708607015603,1
2025-02-25 21:00:00,1.05085,1.05127,1.05043,1.05102,2214,2,0,1.049757,1.0482040000000001,1.0497853628209444,1.0481744796483978,75.03735350488807,1
2025-02-25 22:00:00,1.05103,1.0514000000000001,1.0509,1.05136,740,2,0,1.050162,1.048312,1.0500716604898634,1.0482994020151273,76.24465053449295,1
