time,open,high,low,close,tick_volume,spread,real_volume,SMA_10,SMA_50,EMA_10,EMA_50,RSI,Signal
2025-02-24 05:00:00,1.0523,1.05258,1.05162,1.05193,2055,2,0,1.048509,1.0471458,1.0494616892308684,1.0473387187752061,68.23431555049144,1
2025-02-24 06:00:00,1.05192,1.05207,1.05112,1.05157,1503,2,0,1.04907,1.0473059999999998,1.0498450184616195,1.047504651372257,64.56228195393857,1
2025-02-24 07:00:00,1.05156,1.05197,1.05099,1.05164,2110,2,0,1.049612,1.0474763999999999,1.050171378741325,1.0476668219066783,83.58530053785798,1
2025-02-24 08:00:00,1.05162,1.05162,1.05011,1.05088,2076,2,0,1.050092,1.0476334,1.050300218970175,1.04779282889073,77.10842289640625,1
2025-02-24 09:00:00,1.05086,1.05148,1.04866,1.04912,3961,1,0,1.050433,1.0477611999999998,1.0500856337028703,1.0478448748165838,63.00365492627108,1
2025-02-24 10:00:00,1.04912,1.04925,1.04696,1.04803,4378,1,0,1.0504989999999998,1.0478720000000001,1.0497118821205302,1.0478521346276983,58.85371408082133,1
2025-02-24 11:00:00,1.04802,1.04847,1.04688,1.04723,3314,1,0,1.0504820000000001,1.0479532,1.0492606308258883,1.047827737191318,54.12918431881856,1
2025-02-24 12:00:00,1.04722,1.04804,1.04669,1.04803,2841,1,0,1.050246,1.0480478,1.0490368797666358,1.0478356690661685,57.563996851079246,1
2025-02-24 13:00:00,1.04804,1.04815,1.04637,1.04687,2436,1,0,1.049756,1.048112,1.0486429016272474,1.0477977996910248,54.23976053101887,1
2025-02-24 14:00:00,1.04686,1.04727,1.046,1.04687,2425,0,0,1.049217,1.0481646,1.0483205558768387,1.0477614153894161,47.92012753010184,1
2025-02-24 15:00:00,1.04689,1.04757,1.04647,1.04672,3110,0,0,1.048696,1.0482226,1.0480295457174136,1.0477205755702235,47.19933557833018,1
2025-02-24 16:00:00,1.04671,1.04698,1.04528,1.04607,3686,0,0,1.048146,1.0482728,1.0476732646778837,1.0476558471164892,27.959179679301045,-1
2025-02-24 17:00:00,1.04608,1.04707,1.046,1.04689,4028,0,0,1.047671,1.048314,1.0475308529182685,1.0476258138962349,23.593070018365154,-1
2025-02-24 18:00:00,1.0469,1.04803,1.04656,1.04778,3141,0,0,1.047361,1.048377,1.0475761523876743,1.047631860410108,26.76348159036469,-1
2025-02-24 19:00:00,1.04777,1.04839,1.04678,1.04726,2992,2,0,1.047175,1.0483744,1.0475186701353698,1.0476172776489274,26.24618140949522,-1
2025-02-24 20:00:00,1.04725,1.04858,1.04706,1.04807,1994,2,0,1.047179,1.0483862000000002,1.0476189119289387,1.0476350314666165,32.976649205514505,-1
