time,open,high,low,close,tick_volume,spread,real_volume
2024-01-03 02:45:00,1.09498,1.09504,1.09482,1.09493,404,3,0
2024-01-03 03:00:00,1.0949200000000001,1.09507,1.09478,1.09497,880,0,0
2024-01-03 03:15:00,1.09496,1.09512,1.09447,1.09506,1689,3,0
2024-01-03 03:30:00,1.09507,1.09545,1.09501,1.09543,1097,3,0
2024-01-03 03:45:00,1.09543,1.09547,1.09506,1.09513,650,3,0
2024-01-03 04:00:00,1.09513,1.09531,1.09495,1.09508,784,3,0
2024-01-03 04:15:00,1.09507,1.09513,1.09485,1.09487,728,0,0
2024-01-03 04:30:00,1.09487,1.09499,1.09485,1.09493,429,3,0
2024-01-03 04:45:00,1.09493,1.09531,1.0949,1.09522,609,0,0
2024-01-03 05:00:00,1.09522,1.09546,1.09488,1.09488,763,3,0
2024-01-03 05:15:00,1.09488,1.09537,1.09486,1.09533,755,2,0
2024-01-03 05:30:00,1.09531,1.09592,1.09531,1.09591,821,3,0
2024-01-03 05:45:00,1.09591,1.09621,1.09588,1.09608,1217,3,0
2024-01-03 06:00:00,1.09608,1.09623,1.09595,1.09606,654,3,0
2024-01-03 06:15:00,1.09607,1.09621,1.09601,1.09603,476,0,0
2024-01-03 06:30:00,1.09603,1.09617,1.0959,1.0959699999999999,397,0,0
2024-01-03 06:45:00,1.0959699999999999,1.09625,1.09586,1.09623,417,0,0
2024-01-03 07:00:00,1.09623,1.09629,1.09601,1.09608,714,0,0
2024-01-03 07:15:00,1.09609,1.09626,1.09585,1.09585,568,3,0
2024-01-03 07:30:00,1.09584,1.09609,1.0956,1.09568,962,3,0
2024-01-03 07:45:00,1.09568,1.09571,1.09509,1.0951,1319,3,0
2024-01-03 08:00:00,1.0951,1.09566,1.09508,1.09565,1072,3,0
2024-01-03 08:15:00,1.09565,1.09584,1.09545,1.09578,966,1,0
2024-01-03 08:30:00,1.09577,1.09589,1.09572,1.09583,442,1,0
2024-01-03 08:45:00,1.09583,1.0961,1.09581,1.09585,1007,1,0
2024-01-03 09:00:00,1.09584,1.09598,1.09543,1.09551,2329,1,0
2024-01-03 09:15:00,1.09552,1.09589,1.09513,1.09576,2280,0,0
2024-01-03 09:30:00,1.09576,1.09627,1.0957,1.09575,1712,0,0
2024-01-03 09:45:00,1.09575,1.09627,1.09554,1.09604,1379,0,0
2024-01-03 10:00:00,1.09603,1.09655,1.09579,1.09641,2519,0,0
2024-01-03 10:15:00,1.09641,1.09643,1.09504,1.0953,2720,0,0
2024-01-03 10:30:00,1.0953,1.09579,1.09504,1.0956,2519,0,0
2024-01-03 10:45:00,1.0956,1.09566,1.09507,1.09527,2327,0,0
2024-01-03 11:00:00,1.09527,1.09563,1.09427,1.09434,3079,0,0
2024-01-03 11:15:00,1.09434,1.09454,1.0936,1.09389,3184,0,0
2024-01-03 11:30:00,1.09389,1.09443,1.09387,1.09393,2142,0,0
2024-01-03 11:45:00,1.09393,1.09416,1.09349,1.09364,2255,0,0
2024-01-03 12:00:00,1.09363,1.09391,1.09338,1.09351,1970,0,0
2024-01-03 12:15:00,1.09351,1.09352,1.09291,1.09294,2314,0,0
2024-01-03 12:30:00,1.09294,1.09344,1.09262,1.09278,1990,0,0
2024-01-03 12:45:00,1.09278,1.09343,1.09276,1.0928,1859,0,0
2024-01-03 13:00:00,1.0928,1.09299,1.09224,1.09228,2857,0,0
2024-01-03 13:15:00,1.09227,1.09257,1.09209,1.09228,1821,0,0
2024-01-03 13:30:00,1.09228,1.09236,1.09154,1.09179,2605,0,0
2024-01-03 13:45:00,1.09179,1.09213,1.09166,1.09195,1947,0,0
2024-01-03 14:00:00,1.09195,1.09259,1.09176,1.0925799999999999,3133,0,0
2024-01-03 14:15:00,1.09259,1.09323,1.0924800000000001,1.09263,2907,0,0
2024-01-03 14:30:00,1.09262,1.09284,1.09186,1.09205,3074,0,0
2024-01-03 14:45:00,1.09205,1.09253,1.09143,1.0917,3144,0,0
2024-01-03 15:00:00,1.0917,1.09214,1.09158,1.09178,3588,0,0
2024-01-03 15:15:00,1.09178,1.09224,1.091,1.09212,4542,0,0
2024-01-03 15:30:00,1.09214,1.09303,1.09196,1.09216,5151,0,0
2024-01-03 15:45:00,1.09216,1.09235,1.09154,1.09216,4585,0,0
2024-01-03 16:00:00,1.09216,1.09242,1.09129,1.0915,4315,0,0
2024-01-03 16:15:00,1.0915,1.09198,1.09108,1.09157,3769,0,0
2024-01-03 16:30:00,1.09156,1.09189,1.09097,1.09177,5794,0,0
2024-01-03 16:45:00,1.09177,1.09264,1.09137,1.09178,5323,0,0
2024-01-03 17:00:00,1.09158,1.0939,1.09123,1.09162,10947,0,0
2024-01-03 17:15:00,1.09164,1.09245,1.09102,1.0915300000000001,7560,0,0
2024-01-03 17:30:00,1.09152,1.09187,1.09046,1.09086,7512,0,0
2024-01-03 17:45:00,1.09086,1.09087,1.08979,1.09047,6860,0,0
2024-01-03 18:00:00,1.09046,1.09111,1.09025,1.09105,4854,0,0
2024-01-03 18:15:00,1.09105,1.09184,1.09101,1.09129,4661,0,0
2024-01-03 18:30:00,1.0913,1.09158,1.0911,1.09117,3422,0,0
2024-01-03 18:45:00,1.09117,1.09139,1.09067,1.09081,3274,0,0
2024-01-03 19:00:00,1.09081,1.09098,1.09034,1.0904,3342,1,0
2024-01-03 19:15:00,1.0904,1.09095,1.09037,1.0909,2521,1,0
2024-01-03 19:30:00,1.0909,1.09103,1.09059,1.09089,2240,1,0
2024-01-03 19:45:00,1.09089,1.09096,1.09032,1.09067,2387,1,0
2024-01-03 20:00:00,1.09068,1.09149,1.09068,1.09118,2706,1,0
2024-01-03 20:15:00,1.09118,1.0914,1.09101,1.09106,2368,1,0
2024-01-03 20:30:00,1.09107,1.09107,1.09025,1.09041,2612,1,0
2024-01-03 20:45:00,1.09042,1.09079,1.09033,1.09058,2272,1,0
2024-01-03 21:00:00,1.0906,1.0912,1.08925,1.08954,10103,1,0
2024-01-03 21:15:00,1.08955,1.09239,1.08954,1.0923,6584,1,0
2024-01-03 21:30:00,1.09231,1.0925799999999999,1.09141,1.09225,6229,1,0
2024-01-03 21:45:00,1.09226,1.09254,1.09154,1.09178,5191,1,0
2024-01-03 22:00:00,1.09177,1.09219,1.09152,1.09208,4057,1,0
2024-01-03 22:15:00,1.09209,1.09233,1.0915,1.09179,2936,1,0
2024-01-03 22:30:00,1.09178,1.09205,1.09165,1.09188,2920,1,0
2024-01-03 22:45:00,1.09188,1.09222,1.09178,1.09206,2063,1,0
2024-01-03 23:00:00,1.09205,1.09213,1.09179,1.09207,1081,15,0
2024-01-03 23:15:00,1.09206,1.09232,1.09193,1.09221,703,3,0
2024-01-03 23:30:00,1.09222,1.09223,1.09185,1.09198,971,3,0
2024-01-03 23:45:00,1.0919699999999999,1.0923,1.09183,1.09212,673,2,0
2024-01-04 00:00:00,1.09205,1.09215,1.09056,1.09171,111,14,0
2024-01-04 00:15:00,1.09194,1.09218,1.09177,1.09192,801,8,0
2024-01-04 00:30:00,1.09205,1.09218,1.09185,1.09203,420,8,0
2024-01-04 00:45:00,1.09204,1.09217,1.0919,1.09211,507,8,0
2024-01-04 01:00:00,1.09214,1.09257,1.09214,1.09247,621,3,0
2024-01-04 01:15:00,1.0924800000000001,1.09251,1.0922,1.09243,546,3,0
2024-01-04 01:30:00,1.09243,1.09255,1.09237,1.09246,515,3,0
2024-01-04 01:45:00,1.09246,1.09276,1.09244,1.0925799999999999,448,3,0
2024-01-04 02:00:00,1.0926,1.09265,1.09212,1.09239,660,3,0
2024-01-04 02:15:00,1.09239,1.09265,1.09238,1.09253,632,3,0
2024-01-04 02:30:00,1.09253,1.09257,1.09207,1.09213,477,3,0
2024-01-04 02:45:00,1.09213,1.09233,1.09192,1.09224,1098,3,0
2024-01-04 03:00:00,1.09224,1.09241,1.09199,1.09203,871,3,0
2024-01-04 03:15:00,1.09203,1.0923,1.09187,1.0919,1134,3,0
2024-01-04 03:30:00,1.09191,1.0919699999999999,1.09161,1.09169,1202,3,0
2024-01-04 03:45:00,1.09169,1.092,1.09166,1.09177,1010,3,0
2024-01-04 04:00:00,1.09177,1.0919,1.09175,1.09188,772,3,0
2024-01-04 04:15:00,1.09187,1.09189,1.09156,1.09183,915,3,0
2024-01-04 04:30:00,1.09183,1.09201,1.09179,1.09188,704,3,0
2024-01-04 04:45:00,1.09188,1.09199,1.09173,1.09194,620,3,0
2024-01-04 05:00:00,1.09195,1.09232,1.09191,1.09229,814,3,0
2024-01-04 05:15:00,1.09228,1.0927,1.09221,1.09267,833,3,0
2024-01-04 05:30:00,1.09266,1.09308,1.09259,1.09259,1429,3,0
2024-01-04 05:45:00,1.09259,1.0927,1.09252,1.09261,410,3,0
2024-01-04 06:00:00,1.09261,1.09273,1.09244,1.09263,612,3,0
2024-01-04 06:15:00,1.09263,1.09267,1.09246,1.09251,531,0,0
2024-01-04 06:30:00,1.09251,1.09286,1.09247,1.0928,574,0,0
2024-01-04 06:45:00,1.0928,1.09282,1.09251,1.09259,819,3,0
2024-01-04 07:00:00,1.09259,1.0926,1.09227,1.09241,1513,3,0
2024-01-04 07:15:00,1.0924,1.0925799999999999,1.09232,1.09233,704,3,0
2024-01-04 07:30:00,1.09233,1.09245,1.09216,1.09236,1119,3,0
2024-01-04 07:45:00,1.09236,1.09269,1.09227,1.09265,1094,3,0
2024-01-04 08:00:00,1.09265,1.09293,1.09263,1.09292,1133,3,0
2024-01-04 08:15:00,1.09292,1.09348,1.09289,1.09316,1531,1,0
2024-01-04 08:30:00,1.09315,1.0932,1.09205,1.09227,2973,1,0
2024-01-04 08:45:00,1.09227,1.09326,1.09225,1.09323,1731,1,0
2024-01-04 09:00:00,1.09323,1.09381,1.09294,1.0937000000000001,2978,1,0
2024-01-04 09:15:00,1.0937000000000001,1.09372,1.09294,1.09332,2736,0,0
2024-01-04 09:30:00,1.09331,1.09437,1.09326,1.09432,2474,0,0
2024-01-04 09:45:00,1.0943100000000001,1.09432,1.09348,1.09376,2281,0,0
2024-01-04 10:00:00,1.09376,1.09447,1.09346,1.09433,2840,0,0
2024-01-04 10:15:00,1.09432,1.09488,1.09416,1.09429,3010,0,0
2024-01-04 10:30:00,1.0943,1.0943100000000001,1.09372,1.09404,2994,0,0
2024-01-04 10:45:00,1.09404,1.09563,1.09389,1.09534,3301,0,0
2024-01-04 11:00:00,1.09534,1.09578,1.09452,1.09505,3326,0,0
2024-01-04 11:15:00,1.09505,1.0958,1.095,1.09568,2559,0,0
2024-01-04 11:30:00,1.0957,1.09669,1.09563,1.09661,2478,0,0
2024-01-04 11:45:00,1.09661,1.09691,1.09635,1.09676,3130,0,0
2024-01-04 12:00:00,1.09677,1.09723,1.09623,1.09624,2873,0,0
2024-01-04 12:15:00,1.09623,1.09674,1.09592,1.0961,1979,0,0
2024-01-04 12:30:00,1.09611,1.09651,1.09583,1.09589,1772,0,0
2024-01-04 12:45:00,1.09589,1.09602,1.09543,1.09557,2460,0,0
2024-01-04 13:00:00,1.09556,1.0957,1.09531,1.0954,1354,0,0
2024-01-04 13:15:00,1.09541,1.09564,1.09496,1.09549,1815,0,0
2024-01-04 13:30:00,1.09549,1.09579,1.09528,1.0955300000000001,1485,0,0
2024-01-04 13:45:00,1.09552,1.09554,1.09462,1.09479,1641,0,0
2024-01-04 14:00:00,1.0948,1.09513,1.09466,1.09499,2322,0,0
2024-01-04 14:15:00,1.09499,1.09552,1.09487,1.09543,2057,0,0
2024-01-04 14:30:00,1.09543,1.09556,1.09503,1.09552,2579,0,0
2024-01-04 14:45:00,1.09552,1.0956,1.09512,1.09523,2000,0,0
2024-01-04 15:00:00,1.09523,1.09544,1.09481,1.09515,3509,0,0
2024-01-04 15:15:00,1.09512,1.09554,1.0945,1.09485,5708,0,0
2024-01-04 15:30:00,1.09486,1.09488,1.09326,1.09417,6824,0,0
2024-01-04 15:45:00,1.09417,1.095,1.09382,1.09471,4495,0,0
2024-01-04 16:00:00,1.09471,1.09508,1.09393,1.09422,4504,0,0
2024-01-04 16:15:00,1.0942,1.09488,1.09406,1.09428,3784,0,0
2024-01-04 16:30:00,1.09429,1.09479,1.09382,1.09449,4441,0,0
2024-01-04 16:45:00,1.09446,1.0947,1.09398,1.09454,5799,0,0
2024-01-04 17:00:00,1.09453,1.0961400000000001,1.0945,1.0961,5740,0,0
2024-01-04 17:15:00,1.0961,1.09652,1.09558,1.09648,4537,0,0
2024-01-04 17:30:00,1.09647,1.09653,1.09559,1.09623,4373,0,0
2024-01-04 17:45:00,1.09623,1.09654,1.09532,1.09552,4868,0,0
2024-01-04 18:00:00,1.09552,1.0963,1.0954,1.0961,3300,0,0
2024-01-04 18:15:00,1.0961,1.0964,1.09582,1.09598,2910,0,0
2024-01-04 18:30:00,1.09598,1.09618,1.09549,1.09555,2844,0,0
2024-01-04 18:45:00,1.09555,1.09596,1.09547,1.09561,2667,0,0
2024-01-04 19:00:00,1.09561,1.09599,1.09538,1.0955300000000001,2463,1,0
2024-01-04 19:15:00,1.09554,1.09588,1.09451,1.09459,3727,1,0
2024-01-04 19:30:00,1.09458,1.0949,1.09416,1.09471,2523,1,0
2024-01-04 19:45:00,1.09471,1.09506,1.0944099999999999,1.09505,2322,1,0
2024-01-04 20:00:00,1.09505,1.09521,1.0949200000000001,1.0951,1897,1,0
2024-01-04 20:15:00,1.0951,1.09545,1.0949,1.0949200000000001,2424,1,0
2024-01-04 20:30:00,1.09493,1.09513,1.09477,1.09482,1961,1,0
2024-01-04 20:45:00,1.09481,1.09508,1.09459,1.09469,2031,1,0
2024-01-04 21:00:00,1.09469,1.09477,1.09447,1.09459,1981,1,0
2024-01-04 21:15:00,1.09459,1.09474,1.09432,1.09444,1627,1,0
2024-01-04 21:30:00,1.09445,1.09462,1.09433,1.09448,1233,1,0
2024-01-04 21:45:00,1.09447,1.095,1.09443,1.09469,1690,1,0
2024-01-04 22:00:00,1.09468,1.09476,1.09443,1.09461,1278,1,0
2024-01-04 22:15:00,1.09461,1.09461,1.09428,1.09448,1526,1,0
2024-01-04 22:30:00,1.09449,1.09479,1.09443,1.09448,1440,1,0
2024-01-04 22:45:00,1.09449,1.09494,1.09438,1.0949200000000001,1817,1,0
2024-01-04 23:00:00,1.09485,1.09495,1.09462,1.09487,898,2,0
2024-01-04 23:15:00,1.09486,1.09493,1.09466,1.09471,419,1,0
2024-01-04 23:30:00,1.09472,1.09479,1.0945,1.09467,534,1,0
2024-01-04 23:45:00,1.09466,1.09478,1.09429,1.09435,838,4,0
2024-01-05 00:00:00,1.09443,1.0947,1.09405,1.09456,584,20,0
2024-01-05 00:15:00,1.09449,1.09493,1.09422,1.09452,1760,4,0
2024-01-05 00:30:00,1.0945,1.095,1.09448,1.09464,1744,8,0
2024-01-05 00:45:00,1.09465,1.09482,1.09425,1.09471,2078,8,0
2024-01-05 01:00:00,1.09473,1.09488,1.09459,1.09462,405,3,0
2024-01-05 01:15:00,1.09462,1.0947,1.0944099999999999,1.09443,315,2,0
2024-01-05 01:30:00,1.09443,1.09459,1.09433,1.09448,294,3,0
2024-01-05 01:45:00,1.09448,1.09471,1.09447,1.09463,246,3,0
2024-01-05 02:00:00,1.09462,1.09487,1.09442,1.09487,1035,3,0
2024-01-05 02:15:00,1.09486,1.09505,1.09484,1.09493,646,3,0
2024-01-05 02:30:00,1.09493,1.09507,1.09485,1.0950199999999999,550,3,0
2024-01-05 02:45:00,1.0950199999999999,1.09516,1.09477,1.09508,1316,3,0
2024-01-05 03:00:00,1.09508,1.09546,1.09499,1.09538,1127,3,0
2024-01-05 03:15:00,1.09538,1.0955300000000001,1.09511,1.09517,1022,3,0
2024-01-05 03:30:00,1.09517,1.09559,1.09501,1.09548,1253,3,0
2024-01-05 03:45:00,1.09548,1.09558,1.09507,1.09516,1230,3,0
2024-01-05 04:00:00,1.09516,1.09534,1.09504,1.09527,489,3,0
2024-01-05 04:15:00,1.09527,1.09541,1.09513,1.09521,692,3,0
2024-01-05 04:30:00,1.09522,1.09523,1.09485,1.09487,689,3,0
2024-01-05 04:45:00,1.09487,1.0950199999999999,1.09464,1.09468,760,3,0
2024-01-05 05:00:00,1.09467,1.09474,1.09435,1.09439,828,3,0
2024-01-05 05:15:00,1.09439,1.09449,1.09404,1.09407,995,3,0
2024-01-05 05:30:00,1.09408,1.09421,1.094,1.09407,884,3,0
2024-01-05 05:45:00,1.09407,1.09409,1.09389,1.09392,722,3,0
2024-01-05 06:00:00,1.09391,1.09399,1.09374,1.09381,751,3,0
2024-01-05 06:15:00,1.09381,1.09409,1.09374,1.09397,442,3,0
2024-01-05 06:30:00,1.09397,1.09413,1.09384,1.09386,637,3,0
2024-01-05 06:45:00,1.09384,1.09387,1.0936,1.09371,605,3,0
2024-01-05 07:00:00,1.09371,1.09376,1.09338,1.09352,816,3,0
2024-01-05 07:15:00,1.09352,1.09364,1.09343,1.09352,805,3,0
2024-01-05 07:30:00,1.09353,1.09369,1.09353,1.09357,609,3,0
2024-01-05 07:45:00,1.09357,1.09381,1.09345,1.09373,1099,3,0
2024-01-05 08:00:00,1.09374,1.09374,1.09315,1.09318,1226,3,0
2024-01-05 08:15:00,1.0931899999999999,1.09321,1.09273,1.09288,1732,1,0
2024-01-05 08:30:00,1.09288,1.09292,1.09245,1.0925799999999999,1909,1,0
2024-01-05 08:45:00,1.0925799999999999,1.09284,1.09254,1.09279,1555,1,0
2024-01-05 09:00:00,1.09279,1.09314,1.0925,1.09302,2473,1,0
2024-01-05 09:15:00,1.09302,1.09336,1.09286,1.09304,2532,0,0
2024-01-05 09:30:00,1.09303,1.0932,1.09241,1.09243,1441,0,0
2024-01-05 09:45:00,1.09243,1.09284,1.09225,1.09234,1586,0,0
2024-01-05 10:00:00,1.09233,1.09259,1.09204,1.09228,2932,0,0
2024-01-05 10:15:00,1.09229,1.09247,1.09164,1.0917,2257,0,0
2024-01-05 10:30:00,1.09169,1.09173,1.09107,1.09114,2390,0,0
2024-01-05 10:45:00,1.09115,1.09148,1.09034,1.09077,2354,0,0
2024-01-05 11:00:00,1.09076,1.09154,1.09027,1.09147,2449,0,0
2024-01-05 11:15:00,1.09148,1.09235,1.09135,1.09224,2153,0,0
2024-01-05 11:30:00,1.09222,1.09306,1.0917,1.09173,2992,0,0
2024-01-05 11:45:00,1.09172,1.09174,1.09101,1.09128,2434,0,0
2024-01-05 12:00:00,1.09128,1.09134,1.09069,1.09103,2205,0,0
2024-01-05 12:15:00,1.09103,1.09113,1.09038,1.09049,1841,0,0
2024-01-05 12:30:00,1.09048,1.09114,1.09037,1.09099,1500,0,0
2024-01-05 12:45:00,1.09099,1.09139,1.09084,1.09128,1578,0,0
2024-01-05 13:00:00,1.09128,1.09145,1.09104,1.09116,1148,0,0
2024-01-05 13:15:00,1.09116,1.0916,1.091,1.09119,1432,0,0
2024-01-05 13:30:00,1.0912,1.09166,1.0911,1.0916,1245,0,0
2024-01-05 13:45:00,1.0916,1.09176,1.09126,1.09142,1281,0,0
2024-01-05 14:00:00,1.09143,1.09191,1.0914,1.09173,2011,0,0
2024-01-05 14:15:00,1.09173,1.09179,1.0913599999999999,1.09158,1870,0,0
